dataset,subject,question_id,model_type,stage,cache_name,layer_idx,entropy_raw,entropy_normalized,logit_lens_temperature,vocab_size,kl_prev_layer,kl_vector_align
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,14,9.8125,0.8224225513355695,1.0,151936,0.9086406230926514,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,15,4.40625,0.3693043940710678,1.0,151936,1.3656495809555054,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,16,9.3125,0.7805156697388526,1.0,151936,1.1670643091201782,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,17,8.3125,0.6967019065454187,1.0,151936,1.114223599433899,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,18,9.5,0.7962307503376214,1.0,151936,1.0077506303787231,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,19,9.4375,0.7909923901380318,1.0,151936,0.8688771724700928,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,20,9.25,0.775277309539263,1.0,151936,0.9115806221961975,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,21,9.625,0.8067074707368006,1.0,151936,0.9286261200904846,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,22,9.9375,0.8328992717347488,1.0,151936,0.9027254581451416,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,23,7.46875,0.625984043850959,1.0,151936,0.9756777882575989,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,24,6.3125,0.529074380158551,1.0,151936,1.0097672939300537,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,25,7.3125,0.6128881433519849,1.0,151936,0.7936668395996094,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,26,9.3125,0.7805156697388526,1.0,151936,0.8226718306541443,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,sharer,27,7.25,0.6076497831523953,1.0,151936,1.192763090133667,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,0,0.42578125,0.03568632885970425,1.0,151936,nan,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,1,1.0625,0.08905212339302344,1.0,151936,2.9010367393493652,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,2,0.76171875,0.06384251493249843,1.0,151936,2.1007730960845947,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,3,3.234375,0.2710851403287626,1.0,151936,1.9744693040847778,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,4,1.0546875,0.08839732836807475,1.0,151936,1.6284382343292236,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,5,1.9375,0.16238916618727806,1.0,151936,2.4272122383117676,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,6,3.0625,0.2566796497798911,1.0,151936,1.5881708860397339,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,7,2.875,0.24096456918112227,1.0,151936,1.708369255065918,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,8,9.125,0.7648005891400838,1.0,151936,1.311908483505249,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,9,6.25,0.5238360199589615,1.0,151936,1.1641842126846313,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,10,2.984375,0.2501316995304041,1.0,151936,1.7195714712142944,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,11,8.9375,0.7490855085413148,1.0,151936,1.2577793598175049,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,12,7.53125,0.6312224040505485,1.0,151936,1.1065120697021484,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,13,10.375,0.869567793131876,1.0,151936,0.974895179271698,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,14,9.8125,0.8224225513355695,1.0,151936,0.9086523056030273,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,15,4.40625,0.3693043940710678,1.0,151936,1.3656799793243408,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,16,9.3125,0.7805156697388526,1.0,151936,1.1670424938201904,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,17,8.3125,0.6967019065454187,1.0,151936,1.1142349243164062,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,18,9.5,0.7962307503376214,1.0,151936,1.007744312286377,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,19,9.4375,0.7909923901380318,1.0,151936,0.8688841462135315,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,20,9.25,0.775277309539263,1.0,151936,0.9115846157073975,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,21,9.625,0.8067074707368006,1.0,151936,0.9286218285560608,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,22,9.9375,0.8328992717347488,1.0,151936,0.9027195572853088,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,23,7.46875,0.625984043850959,1.0,151936,0.9756740927696228,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,24,6.3125,0.529074380158551,1.0,151936,1.0097543001174927,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,25,7.3125,0.6128881433519849,1.0,151936,0.7936604022979736,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,26,9.3125,0.7805156697388526,1.0,151936,0.8226751685142517,last
ai2-arc,SPLIT_0_OF_1,0,rosetta,prefill,fused,27,7.25,0.6076497831523953,1.0,151936,1.192802906036377,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,0,0.5234375,0.04387126667156302,1.0,151936,nan,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,1,1.0546875,0.08839732836807475,1.0,151936,2.9178669452667236,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,2,0.66796875,0.055984974633114006,1.0,151936,2.1353392601013184,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,3,3.46875,0.2907289910772236,1.0,151936,2.0834996700286865,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,4,1.0546875,0.08839732836807475,1.0,151936,1.6678845882415771,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,5,1.9140625,0.16042478111243194,1.0,151936,2.5100278854370117,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,6,3.265625,0.27370432042855736,1.0,151936,1.6190264225006104,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,7,2.90625,0.24358374928091708,1.0,151936,1.7680903673171997,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,8,9.3125,0.7805156697388526,1.0,151936,1.4199806451797485,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,9,5.71875,0.4793099582624497,1.0,151936,1.2593333721160889,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,10,3.40625,0.285490630877634,1.0,151936,1.8683819770812988,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,11,9.0,0.7543238687409045,1.0,151936,1.3597121238708496,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,12,7.53125,0.6312224040505485,1.0,151936,1.1695526838302612,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,13,10.4375,0.8748061533314656,1.0,151936,1.0624630451202393,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,14,9.8125,0.8224225513355695,1.0,151936,0.955020546913147,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,15,4.53125,0.37978111447024704,1.0,151936,1.4918158054351807,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,16,9.5,0.7962307503376214,1.0,151936,1.2993402481079102,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,17,8.4375,0.707178626944598,1.0,151936,1.2188353538513184,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,18,9.625,0.8067074707368006,1.0,151936,1.0677663087844849,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,19,9.625,0.8067074707368006,1.0,151936,1.009278655052185,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,20,9.4375,0.7909923901380318,1.0,151936,1.0319757461547852,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,21,9.8125,0.8224225513355695,1.0,151936,1.043270468711853,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,22,10.1875,0.8538527125331071,1.0,151936,1.0378364324569702,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,23,7.8125,0.6547950249487018,1.0,151936,1.1096304655075073,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,24,6.84375,0.5736004418550628,1.0,151936,1.0983550548553467,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,25,7.6875,0.6443183045495225,1.0,151936,0.8849821090698242,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,26,9.5,0.7962307503376214,1.0,151936,0.9275897741317749,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,receiver,27,7.875,0.6600333851482915,1.0,151936,1.4705098867416382,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,0,0.5234375,0.04387126667156302,1.0,151936,nan,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,1,1.0859375,0.09101650846786956,1.0,151936,2.875438690185547,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,2,0.8203125,0.06875347761961369,1.0,151936,2.100952625274658,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,3,3.34375,0.28025227067804437,1.0,151936,1.974010944366455,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,4,1.03125,0.08643294329322863,1.0,151936,1.6348280906677246,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,5,1.9609375,0.16435355126212414,1.0,151936,2.447544574737549,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,6,3.203125,0.26846596022896774,1.0,151936,1.598820686340332,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,7,3.0625,0.2566796497798911,1.0,151936,1.6930406093597412,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,8,9.125,0.7648005891400838,1.0,151936,1.3119657039642334,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,9,6.03125,0.5055017592603978,1.0,151936,1.1688579320907593,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,10,3.15625,0.2645371900792755,1.0,151936,1.7112960815429688,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,11,8.875,0.7438471483417253,1.0,151936,1.27091646194458,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,12,7.375,0.6181265035515745,1.0,151936,1.1085333824157715,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,13,10.375,0.869567793131876,1.0,151936,0.979345440864563,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,14,9.75,0.8171841911359798,1.0,151936,0.908187747001648,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,15,4.34375,0.36406603387147823,1.0,151936,1.3703460693359375,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,16,9.3125,0.7805156697388526,1.0,151936,1.1716631650924683,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,17,8.375,0.7019402667450083,1.0,151936,1.1140486001968384,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,18,9.4375,0.7909923901380318,1.0,151936,1.0065281391143799,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,19,9.5,0.7962307503376214,1.0,151936,0.8735904693603516,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,20,9.25,0.775277309539263,1.0,151936,0.925715446472168,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,21,9.5625,0.801469110537211,1.0,151936,0.936333179473877,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,22,9.9375,0.8328992717347488,1.0,151936,0.911065936088562,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,23,7.375,0.6181265035515745,1.0,151936,0.9906342029571533,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,24,6.1875,0.5185976597593719,1.0,151936,1.0116982460021973,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,25,7.25,0.6076497831523953,1.0,151936,0.7918857932090759,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,26,9.375,0.7857540299384421,1.0,151936,0.8308135867118835,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,sharer,27,7.375,0.6181265035515745,1.0,151936,1.204927921295166,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,0,0.5234375,0.04387126667156302,1.0,151936,nan,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,1,1.0859375,0.09101650846786956,1.0,151936,2.8753249645233154,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,2,0.8203125,0.06875347761961369,1.0,151936,2.1008970737457275,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,3,3.34375,0.28025227067804437,1.0,151936,1.9739527702331543,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,4,1.03125,0.08643294329322863,1.0,151936,1.634851098060608,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,5,1.9609375,0.16435355126212414,1.0,151936,2.4474596977233887,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,6,3.203125,0.26846596022896774,1.0,151936,1.5987783670425415,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,7,3.0625,0.2566796497798911,1.0,151936,1.693029761314392,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,8,9.125,0.7648005891400838,1.0,151936,1.3119618892669678,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,9,6.03125,0.5055017592603978,1.0,151936,1.1688469648361206,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,10,3.15625,0.2645371900792755,1.0,151936,1.7112919092178345,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,11,8.875,0.7438471483417253,1.0,151936,1.2709169387817383,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,12,7.375,0.6181265035515745,1.0,151936,1.1085542440414429,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,13,10.375,0.869567793131876,1.0,151936,0.9793583154678345,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,14,9.75,0.8171841911359798,1.0,151936,0.9081831574440002,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,15,4.34375,0.36406603387147823,1.0,151936,1.3703489303588867,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,16,9.3125,0.7805156697388526,1.0,151936,1.1716692447662354,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,17,8.375,0.7019402667450083,1.0,151936,1.114058494567871,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,18,9.4375,0.7909923901380318,1.0,151936,1.0065393447875977,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,19,9.5,0.7962307503376214,1.0,151936,0.8735939860343933,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,20,9.25,0.775277309539263,1.0,151936,0.9257281422615051,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,21,9.5625,0.801469110537211,1.0,151936,0.9363243579864502,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,22,9.9375,0.8328992717347488,1.0,151936,0.9110777378082275,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,23,7.375,0.6181265035515745,1.0,151936,0.9906409978866577,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,24,6.1875,0.5185976597593719,1.0,151936,1.0117074251174927,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,25,7.25,0.6076497831523953,1.0,151936,0.791874349117279,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,26,9.375,0.7857540299384421,1.0,151936,0.8308083415031433,last
ai2-arc,SPLIT_0_OF_1,1,rosetta,prefill,fused,27,7.375,0.6181265035515745,1.0,151936,1.2049164772033691,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,0,0.451171875,0.03781441269078753,1.0,151936,nan,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,1,0.9375,0.07857540299384422,1.0,151936,2.968881130218506,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,2,0.6875,0.05762196219548576,1.0,151936,2.1348648071289062,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,3,3.453125,0.2894194010273262,1.0,151936,2.109990358352661,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,4,1.03125,0.08643294329322863,1.0,151936,1.6670362949371338,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,5,1.8671875,0.15649601096273974,1.0,151936,2.4814438819885254,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,6,3.203125,0.26846596022896774,1.0,151936,1.6031073331832886,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,7,2.984375,0.2501316995304041,1.0,151936,1.7612106800079346,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,8,9.1875,0.7700389493396733,1.0,151936,1.4100921154022217,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,9,5.71875,0.4793099582624497,1.0,151936,1.266257643699646,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,10,3.296875,0.27632350052835214,1.0,151936,1.8773921728134155,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,11,9.125,0.7648005891400838,1.0,151936,1.3451882600784302,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,12,7.5,0.6286032239507537,1.0,151936,1.1769152879714966,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,13,10.5,0.8800445135310553,1.0,151936,1.0608346462249756,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,14,9.75,0.8171841911359798,1.0,151936,0.963148832321167,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,15,4.53125,0.37978111447024704,1.0,151936,1.5057384967803955,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,16,9.4375,0.7909923901380318,1.0,151936,1.3055436611175537,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,17,8.375,0.7019402667450083,1.0,151936,1.2364997863769531,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,18,9.625,0.8067074707368006,1.0,151936,1.0779011249542236,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,19,9.5,0.7962307503376214,1.0,151936,1.0211673974990845,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,20,9.375,0.7857540299384421,1.0,151936,1.031473159790039,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,21,9.75,0.8171841911359798,1.0,151936,1.042779803276062,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,22,10.125,0.8486143523335176,1.0,151936,1.0414499044418335,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,23,7.75,0.6495566647491122,1.0,151936,1.114471197128296,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,24,6.84375,0.5736004418550628,1.0,151936,1.0929198265075684,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,25,7.8125,0.6547950249487018,1.0,151936,0.8944993615150452,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,26,9.4375,0.7909923901380318,1.0,151936,0.9284658432006836,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,receiver,27,7.59375,0.6364607642501382,1.0,151936,1.4700167179107666,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,sharer,0,0.451171875,0.03781441269078753,1.0,151936,nan,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,sharer,1,0.98828125,0.08283157065601078,1.0,151936,2.928400993347168,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,sharer,2,0.8515625,0.0713726577194085,1.0,151936,2.0879971981048584,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,sharer,3,3.328125,0.278942680628147,1.0,151936,1.998068928718567,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,sharer,4,0.9921875,0.08315896816848513,1.0,151936,1.635166883468628,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,sharer,5,1.9140625,0.16042478111243194,1.0,151936,2.419774055480957,last
ai2-arc,SPLIT_0_OF_1,2,rosetta,prefill,sharer,6,3.140625,0.2632276000293781,1.0,151936,1.5850648880004883,last
